Accession,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MK598010.2,,"Paraskevopoulou,S., Pirzer,F., Goldmann,N., Schmid,J., Corman,V.M., Gottula,L.T., Schroeder,S., Rasche,A., Muth,D., Drexler,J.F., Heni,A.C., Eibner,G.J., Page,R.A., Jones,T.C., Muller,M.A., Sommer,S., Glebe,D., Drosten,C., Mueller,M.A.",2020-07-10T00:00:00Z,1056,Rodent deltavirus,Deltavirus,Kolmioviridae,ssRNA(-),1671,GenBank,complete,,,1,Panama,Panama,,Proechimys semispinosus,blood,2016-10-20,,"Rodent deltavirus isolate 1056, complete genome"
MK598011.2,,"Paraskevopoulou,S., Pirzer,F., Goldmann,N., Schmid,J., Corman,V.M., Gottula,L.T., Schroeder,S., Rasche,A., Muth,D., Drexler,J.F., Heni,A.C., Eibner,G.J., Page,R.A., Jones,T.C., Muller,M.A., Sommer,S., Glebe,D., Drosten,C., Mueller,M.A.",2020-07-10T00:00:00Z,0946,Rodent deltavirus,Deltavirus,Kolmioviridae,ssRNA(-),1671,GenBank,complete,,,1,Panama,Panama,,Proechimys semispinosus,blood,2015-03-08,,"Rodent deltavirus isolate 0946, complete genome"
MK598012.2,,"Paraskevopoulou,S., Pirzer,F., Goldmann,N., Schmid,J., Corman,V.M., Gottula,L.T., Schroeder,S., Rasche,A., Muth,D., Drexler,J.F., Heni,A.C., Eibner,G.J., Page,R.A., Jones,T.C., Muller,M.A., Sommer,S., Glebe,D., Drosten,C., Mueller,M.A.",2020-07-10T00:00:00Z,0354,Rodent deltavirus,Deltavirus,Kolmioviridae,ssRNA(-),1669,GenBank,complete,,,1,Panama,Panama,,Proechimys semispinosus,blood,2014-03-30,,"Rodent deltavirus isolate 0354, complete genome"
MN401236.1,,"Chao,M., Iang,S.-B., Kuo,C.-Y., Chang,J.-Y., Lee,C.-M., Chen,C.-H.",2020-04-28T00:00:00Z,,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1678,GenBank,complete,,,,Taiwan,Taiwan,,Homo sapiens,blood,2014-10-28,,"Hepatitis delta virus strain HDV4, complete genome"
MK890224.1,,"Naz,N., Qureshi,H., Khan,O.Y.",2019-12-09T00:00:00Z,P-04,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1688,GenBank,complete,,,,Pakistan,Pakistan,,Homo sapiens,blood,2018-04,,"Hepatitis delta virus isolate P-04, complete genome"
MK890225.1,,"Naz,N., Qureshi,H., Khan,O.Y.",2019-12-09T00:00:00Z,QD-01,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1684,GenBank,complete,,,,Pakistan,Pakistan,,Homo sapiens,blood,2018-08,,"Hepatitis delta virus isolate QD-01, complete genome"
MK890226.1,,"Naz,N., Qureshi,H., Khan,O.Y.",2019-12-09T00:00:00Z,QD-02,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1684,GenBank,complete,,,,Pakistan,Pakistan,,Homo sapiens,blood,2018-08,,"Hepatitis delta virus isolate QD-02, complete genome"
MK890227.1,,"Naz,N., Qureshi,H., Khan,O.Y.",2019-12-09T00:00:00Z,QD-07,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1679,GenBank,complete,,,,Pakistan,Pakistan,,Homo sapiens,blood,2018-09,,"Hepatitis delta virus isolate QD-07, complete genome"
MK890228.1,,"Naz,N., Qureshi,H., Khan,O.Y.",2019-12-09T00:00:00Z,QD-11,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1680,GenBank,complete,,,,Pakistan,Pakistan,,Homo sapiens,blood,2018-09,,"Hepatitis delta virus isolate QD-11, complete genome"
MK890229.1,,"Naz,N., Qureshi,H., Khan,O.Y.",2019-12-09T00:00:00Z,QD-15,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1681,GenBank,complete,,,,Pakistan,Pakistan,,Homo sapiens,blood,2018-09,,"Hepatitis delta virus isolate QD-15, complete genome"
MK890230.1,,"Naz,N., Qureshi,H., Khan,O.Y.",2019-12-09T00:00:00Z,QD-16,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1676,GenBank,complete,,,,Pakistan,Pakistan,,Homo sapiens,blood,2018-09,,"Hepatitis delta virus isolate QD-16, complete genome"
MK890231.1,,"Naz,N., Qureshi,H., Khan,O.Y.",2019-12-09T00:00:00Z,QD-18,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1680,GenBank,complete,,,,Pakistan,Pakistan,,Homo sapiens,blood,2018-09,,"Hepatitis delta virus isolate QD-18, complete genome"
MK890232.1,,"Naz,N., Qureshi,H., Khan,O.Y.",2019-12-09T00:00:00Z,QD-22,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1679,GenBank,complete,,,,Pakistan,Pakistan,,Homo sapiens,blood,2018-09,,"Hepatitis delta virus isolate QD-22, complete genome"
MK890233.1,,"Naz,N., Qureshi,H., Khan,O.Y.",2019-12-09T00:00:00Z,QD-34,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1682,GenBank,complete,,,,Pakistan,Pakistan,,Homo sapiens,blood,2018-09,,"Hepatitis delta virus isolate QD-34, complete genome"
MK890234.1,,"Naz,N., Qureshi,H., Khan,O.Y.",2019-12-09T00:00:00Z,QD-39,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1678,GenBank,complete,,,,Pakistan,Pakistan,,Homo sapiens,blood,2018-09,,"Hepatitis delta virus isolate QD-39, complete genome"
MK890235.1,,"Naz,N., Qureshi,H., Khan,O.Y.",2019-12-09T00:00:00Z,QD-52,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1684,GenBank,complete,,,,Pakistan,Pakistan,,Homo sapiens,blood,2018-09,,"Hepatitis delta virus isolate QD-52, complete genome"
MK962759.1,,"Chang,W.S., Pettersson,J.H., Le Lay,C., Shi,M., Lo,N., Wille,M., Eden,J.S., Holmes,E.C., Chang,W.-S., Pettersson,J.H.-O., Eden,J.-S.",2019-08-19T00:00:00Z,,Termite HDV-like virus,Deltavirus,Kolmioviridae,ssRNA(-),1591,GenBank,complete,,,1,Australia,Australia,,,,,,"Termite HDV-like virus, complete genome"
MK962760.1,,"Chang,W.S., Pettersson,J.H., Le Lay,C., Shi,M., Lo,N., Wille,M., Eden,J.S., Holmes,E.C., Chang,W.-S., Pettersson,J.H.-O., Eden,J.-S.",2019-08-19T00:00:00Z,,Toad HDV-like virus,Deltavirus,Kolmioviridae,ssRNA(-),1547,GenBank,complete,,,1,China,China,,Bufo gargarizans,lung,,,"Toad HDV-like virus, complete genome"
MN031239.1,,"Chang,W.S., Pettersson,J.H., Le Lay,C., Shi,M., Lo,N., Wille,M., Eden,J.S., Holmes,E.C., Chang,W.-S., Pettersson,J.H.-O., Eden,J.-S.",2019-08-19T00:00:00Z,,Newt HDV-like virus,Deltavirus,Kolmioviridae,ssRNA(-),1735,GenBank,complete,,,1,China,China,,Cynops orientalis,,2017,,"Newt HDV-like virus, complete genome"
MN031240.1,,"Chang,W.S., Pettersson,J.H., Le Lay,C., Shi,M., Lo,N., Wille,M., Eden,J.S., Holmes,E.C., Chang,W.-S., Pettersson,J.H.-O., Eden,J.-S.",2019-08-19T00:00:00Z,,Fish HDV-like virus,Deltavirus,Kolmioviridae,ssRNA(-),1606,GenBank,complete,,,1,China,China,,,gill,2017,,"Fish HDV-like virus, complete genome"
MK234591.1,,"Chao,M., Iang,S.-B., Kuo,C.-Y., Chang,J.-Y., Lee,C.-M., Chen,C.-H.",2019-06-23T00:00:00Z,TN14-5,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1680,GenBank,complete,,,,Taiwan,Taiwan,,,blood,,,"Hepatitis delta virus isolate TN14-5, complete genome"
MK234592.1,,"Chao,M., Iang,S.-B., Kuo,C.-Y., Chang,J.-Y., Lee,C.-M., Chen,C.-H.",2019-06-23T00:00:00Z,TN14-10,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1680,GenBank,complete,,,,Taiwan,Taiwan,,,blood,,,"Hepatitis delta virus isolate TN14-10, complete genome"
MK234593.1,,"Chao,M., Iang,S.-B., Kuo,C.-Y., Chang,J.-Y., Lee,C.-M., Chen,C.-H.",2019-06-23T00:00:00Z,TN14-11,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1680,GenBank,complete,,,,Taiwan,Taiwan,,,blood,,,"Hepatitis delta virus isolate TN14-11, complete genome"
MK234594.1,,"Chao,M., Iang,S.-B., Kuo,C.-Y., Chang,J.-Y., Lee,C.-M., Chen,C.-H.",2019-06-23T00:00:00Z,TN15,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1685,GenBank,complete,,,,Taiwan,Taiwan,,,blood,,,"Hepatitis delta virus isolate TN15, complete genome"
MH844625.1,,"Saeed,S., Naz,N., Abbas,Z., Khan,O.Y.",2019-04-24T00:00:00Z,Z-01,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1681,GenBank,complete,,,,Pakistan,Pakistan,,,,2017-09,,"Hepatitis delta virus isolate Z-01, complete genome"
MH791027.1,,"Isaeva,O., Karlsen,A., Kyuregyan,K., Ilchenko,L., Sariglar,A., Dongak,D., Mikhaylov,M.",2019-04-21T00:00:00Z,52,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1679,GenBank,complete,,,,Russia: Tuva Republic,Russia,,Homo sapiens,blood,2017-07,,"Hepatitis delta virus isolate 52, complete genome"
MH791028.1,,"Isaeva,O., Karlsen,A., Kyuregyan,K., Ilchenko,L., Sariglar,A., Dongak,D., Mikhaylov,M.",2019-04-21T00:00:00Z,54,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1679,GenBank,complete,,,,Russia: Tuva Republic,Russia,,Homo sapiens,blood,2017-07,,"Hepatitis delta virus isolate 54, complete genome"
MH791029.1,,"Isaeva,O., Karlsen,A., Kyuregyan,K., Ilchenko,L., Sariglar,A., Dongak,D., Mikhaylov,M.",2019-04-21T00:00:00Z,56,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1679,GenBank,complete,,,,Russia: Tuva Republic,Russia,,Homo sapiens,blood,2017-07,,"Hepatitis delta virus isolate 56, complete genome"
MH791030.1,,"Isaeva,O., Karlsen,A., Kyuregyan,K., Ilchenko,L., Sariglar,A., Dongak,D., Mikhaylov,M.",2019-04-21T00:00:00Z,63,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1679,GenBank,complete,,,,Russia: Tuva Republic,Russia,,Homo sapiens,blood,2017-07,,"Hepatitis delta virus isolate 63, complete genome"
MH457142.1,,"Karimzadeh,H., Usman,Z., Frishman,D., Roggendorf,M.",2019-03-11T00:00:00Z,B01,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1683,GenBank,complete,,,1,Spain,Spain,,Homo sapiens,blood,,,"Hepatitis delta virus isolate B01, complete genome"
MH457143.1,,"Karimzadeh,H., Usman,Z., Frishman,D., Roggendorf,M.",2019-03-11T00:00:00Z,B04,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1679,GenBank,complete,,,1,Spain,Spain,,Homo sapiens,blood,,,"Hepatitis delta virus isolate B04, complete genome"
MH457144.1,,"Karimzadeh,H., Usman,Z., Frishman,D., Roggendorf,M.",2019-03-11T00:00:00Z,E08-42059,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1682,GenBank,complete,,,1,Germany,Germany,,Homo sapiens,blood,,,"Hepatitis delta virus isolate E08-42059, complete genome"
MH457145.1,,"Karimzadeh,H., Usman,Z., Frishman,D., Roggendorf,M.",2019-03-11T00:00:00Z,E23-34770,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1677,GenBank,complete,,,1,Germany,Germany,,Homo sapiens,blood,,,"Hepatitis delta virus isolate E23-34770, complete genome"
MH457146.1,,"Karimzadeh,H., Usman,Z., Frishman,D., Roggendorf,M.",2019-03-11T00:00:00Z,E24-20723,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1670,GenBank,complete,,,1,Germany,Germany,,Homo sapiens,blood,,,"Hepatitis delta virus isolate E24-20723, complete genome"
MH457147.1,,"Karimzadeh,H., Usman,Z., Frishman,D., Roggendorf,M.",2019-03-11T00:00:00Z,E36-28269,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1677,GenBank,complete,,,1,Germany,Germany,,Homo sapiens,blood,,,"Hepatitis delta virus isolate E36-28269, complete genome"
MH457148.1,,"Karimzadeh,H., Usman,Z., Frishman,D., Roggendorf,M.",2019-03-11T00:00:00Z,E38-18159,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1683,GenBank,complete,,,1,Germany,Germany,,Homo sapiens,blood,,,"Hepatitis delta virus isolate E38-18159, complete genome"
MH457149.1,,"Karimzadeh,H., Usman,Z., Frishman,D., Roggendorf,M.",2019-03-11T00:00:00Z,H07-10501,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1679,GenBank,complete,,,1,Germany,Germany,,Homo sapiens,blood,,,"Hepatitis delta virus isolate H07-10501, complete genome"
MH457150.1,,"Karimzadeh,H., Usman,Z., Frishman,D., Roggendorf,M.",2019-03-11T00:00:00Z,H29-10701,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1683,GenBank,complete,,,1,Germany,Germany,,Homo sapiens,blood,,,"Hepatitis delta virus isolate H29-10701, complete genome"
MH457151.1,,"Karimzadeh,H., Usman,Z., Frishman,D., Roggendorf,M.",2019-03-11T00:00:00Z,I01,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1682,GenBank,complete,,,1,Italy,Italy,,Homo sapiens,blood,,,"Hepatitis delta virus isolate I01, complete genome"
MH457152.1,,"Karimzadeh,H., Usman,Z., Frishman,D., Roggendorf,M.",2019-03-11T00:00:00Z,I02,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1676,GenBank,complete,,,1,Italy,Italy,,Homo sapiens,blood,,,"Hepatitis delta virus isolate I02, complete genome"
MH457153.1,,"Karimzadeh,H., Usman,Z., Frishman,D., Roggendorf,M.",2019-03-11T00:00:00Z,I07,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1676,GenBank,complete,,,1,Italy,Italy,,Homo sapiens,blood,,,"Hepatitis delta virus isolate I07, complete genome"
MH457154.1,,"Karimzadeh,H., Usman,Z., Frishman,D., Roggendorf,M.",2019-03-11T00:00:00Z,I11,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1685,GenBank,complete,,,1,Italy,Italy,,Homo sapiens,blood,,,"Hepatitis delta virus isolate I11, complete genome"
MK124579.1,,"Casey,J.L.",2019-01-29T00:00:00Z,,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1679,GenBank,complete,,,,Italy,Italy,,Homo sapiens,,1984,,"Hepatitis delta virus clone DC-1, complete genome"
MH988742.1,,"Hetzel,U., Szirovicza,L., Smura,T., Prahause,B., Vapalahti,O., Kipar,A., Hepojoki,J.",2018-10-09T00:00:00Z,F18-5,Snake deltavirus F18-5,Deltavirus,Kolmioviridae,ssRNA(-),1711,GenBank,complete,,,,Switzerland,Switzerland,,Boa constrictor,,2018-01,,"Snake deltavirus F18-5, complete genome"
MH824555.1,,"Wille,M., Netter,H.J., Littlejohn,M., Yuen,L., Shi,M., Eden,J.-S., Klaassen,M., Holmes,E.C., Hurt,A.C., Netter,H.",2018-10-01T00:00:00Z,,Avian HDV-like agent,Deltavirus,Kolmioviridae,ssRNA(-),1706,GenBank,complete,,,,Australia,Australia,,Anas,feces,2013,,"Avian HDV-like agent, complete genome"
MG557658.1,,"Chao,M., Iang,S.-B., Lin,M.-C., Kuo,C.-Y., Chang,J.-Y., Lee,C.-M.",2018-09-09T00:00:00Z,TN1,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1680,GenBank,complete,,,,Taiwan,Taiwan,,,blood,,,"Hepatitis delta virus isolate TN1, complete genome"
MG557659.1,,"Chao,M., Iang,S.-B., Lin,M.-C., Kuo,C.-Y., Chang,J.-Y., Lee,C.-M.",2018-09-09T00:00:00Z,TN2,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1677,GenBank,complete,,,,Taiwan,Taiwan,,,blood,,,"Hepatitis delta virus isolate TN2, complete genome"
MG711663.1,,"Butler,E.K., Rodgers,M.A., Coller,K.E., Barnaby,D., Krilich,E., Olivo,A., Cassidy,M., Mbanya,D., Kaptue,L., Ndembi,N., Cloherty,G.",2018-08-08T00:00:00Z,A176,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1676,GenBank,complete,,,1,Cameroon,Cameroon,,Homo sapiens,,2015,,"Hepatitis delta virus isolate A176, complete genome"
MG711664.1,,"Butler,E.K., Rodgers,M.A., Coller,K.E., Barnaby,D., Krilich,E., Olivo,A., Cassidy,M., Mbanya,D., Kaptue,L., Ndembi,N., Cloherty,G.",2018-08-08T00:00:00Z,A492,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1678,GenBank,complete,,,1,Cameroon,Cameroon,,Homo sapiens,,2016,,"Hepatitis delta virus isolate A492, complete genome"
MG711665.1,,"Butler,E.K., Rodgers,M.A., Coller,K.E., Barnaby,D., Krilich,E., Olivo,A., Cassidy,M., Mbanya,D., Kaptue,L., Ndembi,N., Cloherty,G.",2018-08-08T00:00:00Z,A763,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1675,GenBank,complete,,,1,Cameroon,Cameroon,,Homo sapiens,,2016,,"Hepatitis delta virus isolate A763, complete genome"
MG711666.1,,"Butler,E.K., Rodgers,M.A., Coller,K.E., Barnaby,D., Krilich,E., Olivo,A., Cassidy,M., Mbanya,D., Kaptue,L., Ndembi,N., Cloherty,G.",2018-08-08T00:00:00Z,A912,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1682,GenBank,complete,,,1,Cameroon,Cameroon,,Homo sapiens,,2016,,"Hepatitis delta virus isolate A912, complete genome"
MG711667.1,,"Butler,E.K., Rodgers,M.A., Coller,K.E., Barnaby,D., Krilich,E., Olivo,A., Cassidy,M., Mbanya,D., Kaptue,L., Ndembi,N., Cloherty,G.",2018-08-08T00:00:00Z,A923,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1681,GenBank,complete,,,1,Cameroon,Cameroon,,Homo sapiens,,2016,,"Hepatitis delta virus isolate A923, complete genome"
MG711668.1,,"Butler,E.K., Rodgers,M.A., Coller,K.E., Barnaby,D., Krilich,E., Olivo,A., Cassidy,M., Mbanya,D., Kaptue,L., Ndembi,N., Cloherty,G.",2018-08-08T00:00:00Z,B583,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1681,GenBank,complete,,,1,Cameroon,Cameroon,,Homo sapiens,,2014,,"Hepatitis delta virus isolate B583, complete genome"
MG711670.1,,"Butler,E.K., Rodgers,M.A., Coller,K.E., Barnaby,D., Krilich,E., Olivo,A., Cassidy,M., Mbanya,D., Kaptue,L., Ndembi,N., Cloherty,G.",2018-08-08T00:00:00Z,D2195,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1670,GenBank,complete,,,1,Cameroon,Cameroon,,Homo sapiens,,2013,,"Hepatitis delta virus isolate D2195, complete genome"
MG711671.1,,"Butler,E.K., Rodgers,M.A., Coller,K.E., Barnaby,D., Krilich,E., Olivo,A., Cassidy,M., Mbanya,D., Kaptue,L., Ndembi,N., Cloherty,G.",2018-08-08T00:00:00Z,D2198,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1688,GenBank,complete,,,1,Cameroon,Cameroon,,Homo sapiens,,2013,,"Hepatitis delta virus isolate D2198, complete genome"
MG711672.1,,"Butler,E.K., Rodgers,M.A., Coller,K.E., Barnaby,D., Krilich,E., Olivo,A., Cassidy,M., Mbanya,D., Kaptue,L., Ndembi,N., Cloherty,G.",2018-08-08T00:00:00Z,D2240,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1679,GenBank,complete,,,1,Cameroon,Cameroon,,Homo sapiens,,2013,,"Hepatitis delta virus isolate D2240, complete genome"
MG711673.1,,"Butler,E.K., Rodgers,M.A., Coller,K.E., Barnaby,D., Krilich,E., Olivo,A., Cassidy,M., Mbanya,D., Kaptue,L., Ndembi,N., Cloherty,G.",2018-08-08T00:00:00Z,D2248,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1667,GenBank,complete,,,1,Cameroon,Cameroon,,Homo sapiens,,2013,,"Hepatitis delta virus isolate D2248, complete genome"
MG711674.1,,"Butler,E.K., Rodgers,M.A., Coller,K.E., Barnaby,D., Krilich,E., Olivo,A., Cassidy,M., Mbanya,D., Kaptue,L., Ndembi,N., Cloherty,G.",2018-08-08T00:00:00Z,D2313,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1675,GenBank,complete,,,1,Cameroon,Cameroon,,Homo sapiens,,2013,,"Hepatitis delta virus isolate D2313, complete genome"
MG711675.1,,"Butler,E.K., Rodgers,M.A., Coller,K.E., Barnaby,D., Krilich,E., Olivo,A., Cassidy,M., Mbanya,D., Kaptue,L., Ndembi,N., Cloherty,G.",2018-08-08T00:00:00Z,D2344,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1677,GenBank,complete,,,1,Cameroon,Cameroon,,Homo sapiens,,2013,,"Hepatitis delta virus isolate D2344, complete genome"
MG711676.1,,"Butler,E.K., Rodgers,M.A., Coller,K.E., Barnaby,D., Krilich,E., Olivo,A., Cassidy,M., Mbanya,D., Kaptue,L., Ndembi,N., Cloherty,G.",2018-08-08T00:00:00Z,D2943,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1672,GenBank,complete,,,1,Cameroon,Cameroon,,Homo sapiens,,2013,,"Hepatitis delta virus isolate D2943, complete genome"
MG711678.1,,"Butler,E.K., Rodgers,M.A., Coller,K.E., Barnaby,D., Krilich,E., Olivo,A., Cassidy,M., Mbanya,D., Kaptue,L., Ndembi,N., Cloherty,G.",2018-08-08T00:00:00Z,D3703,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1684,GenBank,complete,,,1,Cameroon,Cameroon,,Homo sapiens,,2013,,"Hepatitis delta virus isolate D3703, complete genome"
MG711679.1,,"Butler,E.K., Rodgers,M.A., Coller,K.E., Barnaby,D., Krilich,E., Olivo,A., Cassidy,M., Mbanya,D., Kaptue,L., Ndembi,N., Cloherty,G.",2018-08-08T00:00:00Z,D4039,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1669,GenBank,complete,,,1,Cameroon,Cameroon,,Homo sapiens,,2014,,"Hepatitis delta virus isolate D4039, complete genome"
MG711680.1,,"Butler,E.K., Rodgers,M.A., Coller,K.E., Barnaby,D., Krilich,E., Olivo,A., Cassidy,M., Mbanya,D., Kaptue,L., Ndembi,N., Cloherty,G.",2018-08-08T00:00:00Z,D4068,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1673,GenBank,complete,,,1,Cameroon,Cameroon,,Homo sapiens,,2014,,"Hepatitis delta virus isolate D4068, complete genome"
MG711681.1,,"Butler,E.K., Rodgers,M.A., Coller,K.E., Barnaby,D., Krilich,E., Olivo,A., Cassidy,M., Mbanya,D., Kaptue,L., Ndembi,N., Cloherty,G.",2018-08-08T00:00:00Z,D5604,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1680,GenBank,complete,,,1,Cameroon,Cameroon,,Homo sapiens,,2014,,"Hepatitis delta virus isolate D5604, complete genome"
MG711682.1,,"Butler,E.K., Rodgers,M.A., Coller,K.E., Barnaby,D., Krilich,E., Olivo,A., Cassidy,M., Mbanya,D., Kaptue,L., Ndembi,N., Cloherty,G.",2018-08-08T00:00:00Z,D6591,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1672,GenBank,complete,,,1,Cameroon,Cameroon,,Homo sapiens,,2015,,"Hepatitis delta virus isolate D6591, complete genome"
MG711683.1,,"Butler,E.K., Rodgers,M.A., Coller,K.E., Barnaby,D., Krilich,E., Olivo,A., Cassidy,M., Mbanya,D., Kaptue,L., Ndembi,N., Cloherty,G.",2018-08-08T00:00:00Z,D7616,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1682,GenBank,complete,,,1,Cameroon,Cameroon,,Homo sapiens,,2016,,"Hepatitis delta virus isolate D7616, complete genome"
MG711684.1,,"Butler,E.K., Rodgers,M.A., Coller,K.E., Barnaby,D., Krilich,E., Olivo,A., Cassidy,M., Mbanya,D., Kaptue,L., Ndembi,N., Cloherty,G.",2018-08-08T00:00:00Z,D7710,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1681,GenBank,complete,,,1,Cameroon,Cameroon,,Homo sapiens,,2016,,"Hepatitis delta virus isolate D7710, complete genome"
MG711685.1,,"Butler,E.K., Rodgers,M.A., Coller,K.E., Barnaby,D., Krilich,E., Olivo,A., Cassidy,M., Mbanya,D., Kaptue,L., Ndembi,N., Cloherty,G.",2018-08-08T00:00:00Z,D7946,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1671,GenBank,complete,,,1,Cameroon,Cameroon,,Homo sapiens,,2016,,"Hepatitis delta virus isolate D7946, complete genome"
MG711686.1,,"Butler,E.K., Rodgers,M.A., Coller,K.E., Barnaby,D., Krilich,E., Olivo,A., Cassidy,M., Mbanya,D., Kaptue,L., Ndembi,N., Cloherty,G.",2018-08-08T00:00:00Z,D7975,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1675,GenBank,complete,,,1,Cameroon,Cameroon,,Homo sapiens,,2016,,"Hepatitis delta virus isolate D7975, complete genome"
MG711687.1,,"Butler,E.K., Rodgers,M.A., Coller,K.E., Barnaby,D., Krilich,E., Olivo,A., Cassidy,M., Mbanya,D., Kaptue,L., Ndembi,N., Cloherty,G.",2018-08-08T00:00:00Z,D8574,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1670,GenBank,complete,,,1,Cameroon,Cameroon,,Homo sapiens,,2016,,"Hepatitis delta virus isolate D8574, complete genome"
MG711688.1,,"Butler,E.K., Rodgers,M.A., Coller,K.E., Barnaby,D., Krilich,E., Olivo,A., Cassidy,M., Mbanya,D., Kaptue,L., Ndembi,N., Cloherty,G.",2018-08-08T00:00:00Z,D8929,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1682,GenBank,complete,,,1,Cameroon,Cameroon,,Homo sapiens,,2016,,"Hepatitis delta virus isolate D8929, complete genome"
MG711689.1,,"Butler,E.K., Rodgers,M.A., Coller,K.E., Barnaby,D., Krilich,E., Olivo,A., Cassidy,M., Mbanya,D., Kaptue,L., Ndembi,N., Cloherty,G.",2018-08-08T00:00:00Z,D9180,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1648,GenBank,complete,,,1,Cameroon,Cameroon,,Homo sapiens,,2016,,"Hepatitis delta virus isolate D9180, complete genome"
