Accession,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
KF870310.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 1882_5_336 clone-lib P3, complete sequence"
KF870311.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 1883_5_337 clone-lib P3, complete sequence"
KF870312.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 1884_5_337 clone-lib P3, complete sequence"
KF870313.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 1885_5_336 clone-lib P3, complete sequence"
KF870314.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 1886_5_336 clone-lib P3, complete sequence"
KF870315.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,331,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 1889_5_331 clone-lib P3, complete sequence"
KF870316.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,331,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 1890_5_331 clone-lib P3, complete sequence"
KF870317.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,332,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 1891_5_332 clone-lib P3, complete sequence"
KF870318.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,339,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 1892_5_339 clone-lib P3, complete sequence"
KF870319.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,341,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 1893_5_341 clone-lib P3, complete sequence"
KF870320.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 1894_5_338 clone-lib P3, complete sequence"
KF870321.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,324,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 1898_5_324 clone-lib P3, complete sequence"
KF870322.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 1901_5_337 clone-lib P3, complete sequence"
KF870323.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 1902_5_336 clone-lib P3, complete sequence"
KF870324.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 1903_5_338 clone-lib P3, complete sequence"
KF870325.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,333,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 1904_5_333 clone-lib P3, complete sequence"
KF562704.1,,"Beltran-Pena,H., Teliz-Ortiz,D., Ochoa-Martinez,D.L., Aparicio-Herrero,F., Berrocal-Ibarra,S., Ochoa-Ascencio,S.",2013-11-27T00:00:00Z,Tingambato,Avocado sunblotch viroid,Avsunviroid,Avsunviroidae,ssRNA,249,GenBank,complete,,,,Mexico,Mexico,,Persea americana,,2012-04-12,,"Avocado sunblotch viroid isolate Tingambato, complete genome"
KF562705.1,,"Beltran-Pena,H., Teliz-Ortiz,D., Ochoa-Martinez,D.L., Aparicio-Herrero,F., Berrocal-Ibarra,S., Ochoa-Ascencio,S.",2013-11-27T00:00:00Z,Uruapan-1,Avocado sunblotch viroid,Avsunviroid,Avsunviroidae,ssRNA,249,GenBank,complete,,,,Mexico,Mexico,,,,2012-04-12,,"Avocado sunblotch viroid isolate Uruapan-1, complete genome"
KF562706.1,,"Beltran-Pena,H., Teliz-Ortiz,D., Ochoa-Martinez,D.L., Aparicio-Herrero,F., Berrocal-Ibarra,S., Ochoa-Ascencio,S.",2013-11-27T00:00:00Z,Uruapan-2,Avocado sunblotch viroid,Avsunviroid,Avsunviroidae,ssRNA,249,GenBank,complete,,,,Mexico,Mexico,,Persea americana,,2012-04-12,,"Avocado sunblotch viroid isolate Uruapan-2, complete genome"
KF562707.1,,"Beltran-Pena,H., Teliz-Ortiz,D., Ochoa-Martinez,D.L., Aparicio-Herrero,F., Berrocal-Ibarra,S., Ochoa-Ascencio,S.",2013-11-27T00:00:00Z,Uruapan-3,Avocado sunblotch viroid,Avsunviroid,Avsunviroidae,ssRNA,249,GenBank,complete,,,,Mexico,Mexico,,Persea americana,,2012-04-12,,"Avocado sunblotch viroid isolate Uruapan-3, complete genome"
KF417549.1,,"Yazarlou,A., Randles,J.W.",2013-11-20T00:00:00Z,21,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,,,,,"Peach latent mosaic viroid isolate 21, complete genome"
KF417550.1,,"Yazarlou,A., Randles,J.W.",2013-11-20T00:00:00Z,91,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,,,,,"Peach latent mosaic viroid isolate 91, complete genome"
KF417551.1,,"Yazarlou,A., Randles,J.W.",2013-11-20T00:00:00Z,96,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,,,,,,,,,"Peach latent mosaic viroid isolate 96, complete genome"
KF417552.1,,"Yazarlou,A., Randles,J.W.",2013-11-20T00:00:00Z,291,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,,,,,"Peach latent mosaic viroid isolate 291, complete genome"
KF417553.1,,"Yazarlou,A., Randles,J.W.",2013-11-20T00:00:00Z,PR02,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,,,,,"Peach latent mosaic viroid isolate PR02, complete genome"
KF417554.1,,"Yazarlou,A., Randles,J.W.",2013-11-20T00:00:00Z,PR03,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,,,,,"Peach latent mosaic viroid isolate PR03, complete genome"
JX478274.1,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 1_13958_336 clone-lib P7, complete sequence"
JX478275.1,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 2_11079_336 clone-lib P7, complete sequence"
JX478276.1,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 3_5892_336 clone-lib P7, complete sequence"
JX478277.1,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 4_4992_336 clone-lib P7, complete sequence"
JX478278.1,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 5_4318_336 clone-lib P7, complete sequence"
JX478279.1,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 6_3884_336 clone-lib P7, complete sequence"
JX478280.1,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 7_2689_336 clone-lib P7, complete sequence"
JX478281.1,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 8_2556_337 clone-lib P7, complete sequence"
JX478282.1,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 9_2302_337 clone-lib P7, complete sequence"
JX478283.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 10_2202_336 clone-lib P7, complete sequence"
JX478284.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 11_1925_336 clone-lib P7, complete sequence"
JX478285.1,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 12_1896_336 clone-lib P7, complete sequence"
JX478286.1,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 13_1805_336 clone-lib P7, complete sequence"
JX478287.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 14_1640_336 clone-lib P7, complete sequence"
JX478288.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 15_1625_336 clone-lib P7, complete sequence"
JX478289.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 16_1575_337 clone-lib P7, complete sequence"
JX478290.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 17_1314_336 clone-lib P7, complete sequence"
JX478291.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 18_1064_336 clone-lib P7, complete sequence"
JX478292.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,335,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 19_1036_335 clone-lib P7, complete sequence"
JX478293.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,335,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 20_931_335 clone-lib P7, complete sequence"
JX478294.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 21_838_337 clone-lib P7, complete sequence"
JX478295.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 22_833_336 clone-lib P7, complete sequence"
JX478296.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 23_831_336 clone-lib P7, complete sequence"
JX478297.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 24_780_337 clone-lib P7, complete sequence"
JX478298.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 25_624_337 clone-lib P7, complete sequence"
JX478299.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 26_596_336 clone-lib P7, complete sequence"
JX478300.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 27_593_337 clone-lib P7, complete sequence"
JX478301.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,335,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 28_590_335 clone-lib P7, complete sequence"
JX478302.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 29_584_336 clone-lib P7, complete sequence"
JX478303.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 30_528_337 clone-lib P7, complete sequence"
JX478304.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 31_500_336 clone-lib P7, complete sequence"
JX478305.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 32_499_336 clone-lib P7, complete sequence"
JX478306.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 33_492_337 clone-lib P7, complete sequence"
JX478307.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 34_484_336 clone-lib P7, complete sequence"
JX478308.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 35_438_337 clone-lib P7, complete sequence"
JX478309.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 36_428_336 clone-lib P7, complete sequence"
JX478310.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 37_418_336 clone-lib P7, complete sequence"
JX478311.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 38_416_336 clone-lib P7, complete sequence"
JX478312.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 39_406_336 clone-lib P7, complete sequence"
JX478313.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 40_406_336 clone-lib P7, complete sequence"
JX478314.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 41_400_336 clone-lib P7, complete sequence"
JX478315.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,335,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 42_391_335 clone-lib P7, complete sequence"
JX478316.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,335,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 43_363_335 clone-lib P7, complete sequence"
JX478317.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,335,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 44_363_335 clone-lib P7, complete sequence"
JX478318.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,335,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 45_357_335 clone-lib P7, complete sequence"
JX478319.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 46_353_337 clone-lib P7, complete sequence"
JX478320.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 47_346_337 clone-lib P7, complete sequence"
JX478321.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 48_341_337 clone-lib P7, complete sequence"
JX478322.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 49_338_337 clone-lib P7, complete sequence"
JX478323.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 50_337_336 clone-lib P7, complete sequence"
JX478324.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,335,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 51_335_335 clone-lib P7, complete sequence"
JX478325.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 52_325_336 clone-lib P7, complete sequence"
