Accession,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MW313799.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2284,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,360,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2284, complete genome"
MW313800.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2285,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,360,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2285, complete genome"
MW313801.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2286,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,360,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2286, complete genome"
MW313802.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2287,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,360,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2287, complete genome"
MW313803.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2288,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,360,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2288, complete genome"
MW313804.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2289,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,360,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2289, complete genome"
MW313805.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2290,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,360,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2290, complete genome"
MW313806.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2291,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,360,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2291, complete genome"
MW313807.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2292,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2292, complete genome"
MW313808.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2293,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,360,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2293, complete genome"
MW313809.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2294,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,360,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2294, complete genome"
MW313810.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2295,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,360,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2295, complete genome"
MW313811.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2296,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,360,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2296, complete genome"
MW313812.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2297,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,360,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2297, complete genome"
MW313813.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2298,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,360,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2298, complete genome"
MW313814.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2299,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,360,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2299, complete genome"
MW313815.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2300,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,360,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2300, complete genome"
MW313816.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2301,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,361,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2301, complete genome"
MW313817.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2302,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2302, complete genome"
MW313818.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2303,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,361,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2303, complete genome"
MW313819.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2304,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,360,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2304, complete genome"
MW313820.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2305,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,360,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2305, complete genome"
MW313821.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2306,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,360,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2306, complete genome"
MW313822.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2307,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,360,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2307, complete genome"
MW313823.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2308,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,360,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2308, complete genome"
MW313824.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2309,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,360,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2309, complete genome"
MW313825.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2310,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,360,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2310, complete genome"
MW313826.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2311,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,360,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2311, complete genome"
MW313827.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2312,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,360,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2312, complete genome"
MW313828.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2313,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,360,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2313, complete genome"
MW313829.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2314,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,360,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2314, complete genome"
MW313830.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2315,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,360,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2315, complete genome"
MW313831.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2316,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2316, complete genome"
MW313832.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2317,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,360,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2317, complete genome"
MW313833.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2318,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,360,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2318, complete genome"
MW313834.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2319,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2319, complete genome"
MW313835.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2320,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,360,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2320, complete genome"
MW313836.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2321,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,360,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2321, complete genome"
MW313837.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2322,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,360,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2322, complete genome"
MW313838.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2323,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,360,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2323, complete genome"
MW313839.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2324,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,360,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2324, complete genome"
MW313840.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2325,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,360,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2325, complete genome"
MT952981.1,,"Huang,W., Zeng,Q., Ma,L., Cheng,Y., Li,T., Jiang,F.",2021-01-04T00:00:00Z,ABT-1,Pear blister canker viroid,Apscaviroid,Pospiviroidae,ssRNA,301,GenBank,complete,,,,China,China,,Pyrus communis,plant leaf,2020-07-15,,"Pear blister canker viroid isolate ABT-1, complete sequence"
MT013216.1,,"Yang,Y., Xing,F., Li,S., Che,H.Y., Wu,Z.G., Candresse,T., Li,S.F., Li,F.S.",2020-12-12T00:00:00Z,DVd D.nobile 1,Dendrobium viroid,,Pospiviroidae,ssRNA,324,GenBank,complete,,,1,China: Anhui province,China,,Dendrobium nobile,,2009-09-01,,"Dendrobium viroid isolate DVd D.nobile 1, complete genome"
MT013217.1,,"Yang,Y., Xing,F., Li,S., Che,H.Y., Wu,Z.G., Candresse,T., Li,S.F., Li,F.S.",2020-12-12T00:00:00Z,DVd D.nobile 2,Dendrobium viroid,,Pospiviroidae,ssRNA,324,GenBank,complete,,,1,China: Anhui province,China,,Dendrobium nobile,,2009-09-01,,"Dendrobium viroid isolate DVd D.nobile 2, complete genome"
MT013218.1,,"Yang,Y., Xing,F., Li,S., Che,H.Y., Wu,Z.G., Candresse,T., Li,S.F., Li,F.S.",2020-12-12T00:00:00Z,DVd D.nobile 3,Dendrobium viroid,,Pospiviroidae,ssRNA,324,GenBank,complete,,,1,China: Anhui province,China,,Dendrobium nobile,,2019-09-10,,"Dendrobium viroid isolate DVd D.nobile 3, complete genome"
MT013219.1,,"Yang,Y., Xing,F., Li,S., Che,H.Y., Wu,Z.G., Candresse,T., Li,S.F., Li,F.S.",2020-12-12T00:00:00Z,DVd D.nobile 4,Dendrobium viroid,,Pospiviroidae,ssRNA,324,GenBank,complete,,,1,China: Anhui province,China,,Dendrobium nobile,,2019-09-10,,"Dendrobium viroid isolate DVd D.nobile 4, complete genome"
MT013220.1,,"Yang,Y., Xing,F., Li,S., Che,H.Y., Wu,Z.G., Candresse,T., Li,S.F., Li,F.S.",2020-12-12T00:00:00Z,DVd D.nobile 5,Dendrobium viroid,,Pospiviroidae,ssRNA,324,GenBank,complete,,,1,China: Anhui province,China,,Dendrobium nobile,,2019-09-10,,"Dendrobium viroid isolate DVd D.nobile 5, complete genome"
MT013221.1,,"Yang,Y., Xing,F., Li,S., Che,H.Y., Wu,Z.G., Candresse,T., Li,S.F., Li,F.S.",2020-12-12T00:00:00Z,DVd D.phalaenopsis 1,Dendrobium viroid,,Pospiviroidae,ssRNA,324,GenBank,complete,,,1,China: Anhui province,China,,Dendrobium phalaenopsis,,2009-09-01,,"Dendrobium viroid isolate DVd D.phalaenopsis 1, complete genome"
MT013222.1,,"Yang,Y., Xing,F., Li,S., Che,H.Y., Wu,Z.G., Candresse,T., Li,S.F., Li,F.S.",2020-12-12T00:00:00Z,DVd D.phalaenopsis 2,Dendrobium viroid,,Pospiviroidae,ssRNA,324,GenBank,complete,,,1,China: Anhui province,China,,Dendrobium phalaenopsis,,2009-09-01,,"Dendrobium viroid isolate DVd D.phalaenopsis 2, complete genome"
MT013223.1,,"Yang,Y., Xing,F., Li,S., Che,H.Y., Wu,Z.G., Candresse,T., Li,S.F., Li,F.S.",2020-12-12T00:00:00Z,DVd D.phalaenopsis 3,Dendrobium viroid,,Pospiviroidae,ssRNA,324,GenBank,complete,,,1,China: Anhui province,China,,Dendrobium phalaenopsis,,2019-09-01,,"Dendrobium viroid isolate DVd D.phalaenopsis 3, complete genome"
MT013224.1,,"Yang,Y., Xing,F., Li,S., Che,H.Y., Wu,Z.G., Candresse,T., Li,S.F., Li,F.S.",2020-12-12T00:00:00Z,DVd D.phalaenopsis 4,Dendrobium viroid,,Pospiviroidae,ssRNA,324,GenBank,complete,,,1,China: Anhui province,China,,Dendrobium phalaenopsis,,2009-09-01,,"Dendrobium viroid isolate DVd D.phalaenopsis 4, complete genome"
MT013225.1,,"Yang,Y., Xing,F., Li,S., Che,H.Y., Wu,Z.G., Candresse,T., Li,S.F., Li,F.S.",2020-12-12T00:00:00Z,DVd D.phalaenopsis 5,Dendrobium viroid,,Pospiviroidae,ssRNA,324,GenBank,complete,,,1,China: Anhui province,China,,Dendrobium phalaenopsis,,2009-09-01,,"Dendrobium viroid isolate DVd D.phalaenopsis 5, complete genome"
MT013226.1,,"Yang,Y., Xing,F., Li,S., Che,H.Y., Wu,Z.G., Candresse,T., Li,S.F., Li,F.S.",2020-12-12T00:00:00Z,DVd D.phalaenopsis 6,Dendrobium viroid,,Pospiviroidae,ssRNA,324,GenBank,complete,,,1,China: Anhui province,China,,Dendrobium phalaenopsis,,2009-09-01,,"Dendrobium viroid isolate DVd D.phalaenopsis 6, complete genome"
MT013227.1,,"Yang,Y., Xing,F., Li,S., Che,H.Y., Wu,Z.G., Candresse,T., Li,S.F., Li,F.S.",2020-12-12T00:00:00Z,DVd D.officinale 1,Dendrobium viroid,,Pospiviroidae,ssRNA,324,GenBank,complete,,,1,China: Anhui province,China,,Dendrobium officinale,,2009-09-01,,"Dendrobium viroid isolate DVd D.officinale 1, complete genome"
MT013228.1,,"Yang,Y., Xing,F., Li,S., Che,H.Y., Wu,Z.G., Candresse,T., Li,S.F., Li,F.S.",2020-12-12T00:00:00Z,DVd D.officinale 2,Dendrobium viroid,,Pospiviroidae,ssRNA,324,GenBank,complete,,,1,China: Anhui province,China,,Dendrobium officinale,,2009-09-01,,"Dendrobium viroid isolate DVd D.officinale 2, complete genome"
MT013229.1,,"Yang,Y., Xing,F., Li,S., Che,H.Y., Wu,Z.G., Candresse,T., Li,S.F., Li,F.S.",2020-12-12T00:00:00Z,DVd D.officinale 3,Dendrobium viroid,,Pospiviroidae,ssRNA,324,GenBank,complete,,,1,China: Anhui province,China,,Dendrobium officinale,,2009-09-01,,"Dendrobium viroid isolate DVd D.officinale 3, complete genome"
MT013230.1,,"Yang,Y., Xing,F., Li,S., Che,H.Y., Wu,Z.G., Candresse,T., Li,S.F., Li,F.S.",2020-12-12T00:00:00Z,DVd D.officinale 4,Dendrobium viroid,,Pospiviroidae,ssRNA,324,GenBank,complete,,,1,China: Anhui province,China,,Dendrobium officinale,,2009-09-01,,"Dendrobium viroid isolate DVd D.officinale 4, complete genome"
MT013231.1,,"Yang,Y., Xing,F., Li,S., Che,H.Y., Wu,Z.G., Candresse,T., Li,S.F., Li,F.S.",2020-12-12T00:00:00Z,DVd D.officinale 5,Dendrobium viroid,,Pospiviroidae,ssRNA,324,GenBank,complete,,,1,China: Anhui province,China,,Dendrobium officinale,,2009-09-01,,"Dendrobium viroid isolate DVd D.officinale 5, complete genome"
MT013232.1,,"Yang,Y., Xing,F., Li,S., Che,H.Y., Wu,Z.G., Candresse,T., Li,S.F., Wu,G.Z., Li,F.S.",2020-12-12T00:00:00Z,DVd D.officinale,Dendrobium viroid,,Pospiviroidae,ssRNA,324,GenBank,complete,,,1,China: Anhui province,China,,Dendrobium officinale,,2016-01-10,,"Dendrobium viroid isolate DVd D.officinale, complete genome"
LC596500.1,,"Cho,I.S., Yoon,J.Y., Chung,B.N.",2020-12-09T00:00:00Z,CK1-1,Citrus viroid V,Apscaviroid,Pospiviroidae,ssRNA,294,GenBank,complete,,,,South Korea,South Korea,,Citrus reticulata,,2020-09,,"Citrus viroid V CK1-1 RNA, complete genome"
LC596501.1,,"Cho,I.S., Yoon,J.Y., Chung,B.N.",2020-12-09T00:00:00Z,CK1-2,Citrus viroid VI,Apscaviroid,Pospiviroidae,ssRNA,333,GenBank,complete,,,,South Korea,South Korea,,Citrus reticulata,,2020-09,,"Citrus viroid VI CK1-2 RNA, complete genome"
MW015998.1,,"Chambers,G.A., Donovan,N.J.",2020-11-28T00:00:00Z,R2,Hop stunt viroid,Hostuviroid,Pospiviroidae,ssRNA,299,GenBank,complete,,,,Australia,Australia,,Humulus lupulus,,2016,,"Hop stunt viroid isolate R2, complete genome"
MW114500.1,,"Shilpa,N., Janardhana,G.",2020-11-24T00:00:00Z,PSTVD-MGBV5,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,363,GenBank,complete,,,,India,India,,Solanum lycopersicum,,2018,,"Potato spindle tuber viroid isolate PSTVD-MGBV5, complete genome"
MW114501.1,,"Shilpa,N., Janardhana,G.",2020-11-24T00:00:00Z,PSTVD-MGBV6,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,361,GenBank,complete,,,,India,India,,Solanum lycopersicum,,2018,,"Potato spindle tuber viroid isolate PSTVD-MGBV6, complete genome"
MN548397.1,,"Glasa,M., Predajna,L., Sihelska,N., Soltys,K., Ruiz-Garcia,A.-B.",2020-11-18T00:00:00Z,SK933,Hop stunt viroid,Hostuviroid,Pospiviroidae,ssRNA,297,GenBank,complete,,,,Slovakia,Slovakia,,Vitis vinifera,,2017-08,,"Hop stunt viroid isolate SK933, complete genome"
MN885656.1,,"Ali,A., Din,U.U., Haq,Z.U.",2020-11-14T00:00:00Z,R-214,Citrus viroid V,Apscaviroid,Pospiviroidae,ssRNA,294,GenBank,complete,,,,Pakistan,Pakistan,,,,2018-12-10,,"Citrus viroid V isolate R-214, complete sequence"
MN885657.1,,"Ali,A., Din,U.U., Haq,Z.U.",2020-11-14T00:00:00Z,O-250,Citrus viroid V,Apscaviroid,Pospiviroidae,ssRNA,291,GenBank,complete,,,,Pakistan,Pakistan,,,,2018-12-10,,"Citrus viroid V isolate O-250, complete sequence"
MN885658.1,,"Ali,A., Din,U.U., Haq,Z.U.",2020-11-14T00:00:00Z,K-225,Citrus viroid V,Apscaviroid,Pospiviroidae,ssRNA,290,GenBank,complete,,,,Pakistan,Pakistan,,,,2018-11-17,,"Citrus viroid V isolate K-225, complete sequence"
MN885659.1,,"Ali,A., Din,U.U., Haq,Z.U.",2020-11-14T00:00:00Z,D-201,Citrus viroid V,Apscaviroid,Pospiviroidae,ssRNA,290,GenBank,complete,,,,Pakistan,Pakistan,,,,2018-11-16,,"Citrus viroid V isolate D-201, complete sequence"
MN885660.1,,"Ali,A., Din,U.U., Haq,Z.U.",2020-11-14T00:00:00Z,R-213,Citrus viroid V,Apscaviroid,Pospiviroidae,ssRNA,275,GenBank,complete,,,,Pakistan,Pakistan,,,,2019-01-11,,"Citrus viroid V isolate R-213, complete sequence"
MN885661.1,,"Ali,A., Din,U.U.",2020-11-14T00:00:00Z,P1-236,Citrus bent leaf viroid,Apscaviroid,Pospiviroidae,ssRNA,329,GenBank,complete,,,,Pakistan,Pakistan,,,,2019-01-16,,"Citrus bent leaf viroid isolate P1-236, complete sequence"
MN885662.1,,"Ali,A., Din,U.U.",2020-11-14T00:00:00Z,P2-237,Citrus bent leaf viroid,Apscaviroid,Pospiviroidae,ssRNA,328,GenBank,complete,,,,Pakistan,Pakistan,,Citrus,,2019-01-11,,"Citrus bent leaf viroid isolate P2-237, complete sequence"
MN885663.1,,"Ali,A., Din,U.U.",2020-11-14T00:00:00Z,P3-238,Citrus bent leaf viroid,Apscaviroid,Pospiviroidae,ssRNA,325,GenBank,complete,,,,Pakistan,Pakistan,,Citrus,,2018-12-26,,"Citrus bent leaf viroid isolate P3-238, complete sequence"
MW012406.1,,"Choi,H., Jo,Y., Cho,W.K., Yu,J., Tran,P.T., Salaipeth,L., Kwak,H.R., Choi,H.S., Kim,K.H., Kim,K.-H.",2020-11-07T00:00:00Z,PCFVd_NBHP,Pepper chat fruit viroid,Pospiviroid,Pospiviroidae,ssRNA,348,GenBank,complete,,,1,Viet Nam,Viet Nam,,Piperaceae,,2017-11-27,,"Pepper chat fruit viroid isolate PCFVd_NBHP, complete genome"
MW012415.1,,"Choi,H., Jo,Y., Cho,W.K., Yu,J., Tran,P.T., Salaipeth,L., Kwak,H.R., Choi,H.S., Kim,K.H., Kim,K.-H.",2020-11-07T00:00:00Z,PCFVd_VPBP,Pepper chat fruit viroid,Pospiviroid,Pospiviroidae,ssRNA,348,GenBank,complete,,,1,Viet Nam,Viet Nam,,Piperaceae,,2017-11-27,,"Pepper chat fruit viroid isolate PCFVd_VPBP, complete genome"
MT917186.1,,"Donovan,N.J., Chambers,G.A., Englezou,A., Phanthavong,S., Daly,A., Wildman,O., Holford,P., Burgess,L.W., Chambers,G.",2020-09-30T00:00:00Z,L55,Hop stunt viroid,Hostuviroid,Pospiviroidae,ssRNA,302,GenBank,complete,,,,"Laos: Champasak, Paksong",Laos,,Citrus reticulata,,,,"Hop stunt viroid isolate L55, complete genome"
MT917187.1,,"Donovan,N.J., Chambers,G.A., Englezou,A., Phanthavong,S., Daly,A., Wildman,O., Holford,P., Burgess,L.W., Chambers,G.",2020-09-30T00:00:00Z,L56,Hop stunt viroid,Hostuviroid,Pospiviroidae,ssRNA,303,GenBank,complete,,,,"Laos: Champasak, Paksong",Laos,,Citrus aurantiifolia,,,,"Hop stunt viroid isolate L56, complete genome"
MT917188.1,,"Donovan,N.J., Chambers,G.A., Englezou,A., Phanthavong,S., Daly,A., Wildman,O., Holford,P., Burgess,L.W., Chambers,G.",2020-09-30T00:00:00Z,L57,Hop stunt viroid,Hostuviroid,Pospiviroidae,ssRNA,302,GenBank,complete,,,,"Laos: Champasak, Paksong",Laos,,Citrus reticulata,,,,"Hop stunt viroid isolate L57, complete genome"
MT917189.1,,"Donovan,N.J., Chambers,G.A., Englezou,A., Phanthavong,S., Daly,A., Wildman,O., Holford,P., Burgess,L.W., Chambers,G.",2020-09-30T00:00:00Z,L81,Hop stunt viroid,Hostuviroid,Pospiviroidae,ssRNA,303,GenBank,complete,,,,"Laos: Champasak, Paksong",Laos,,Citrus aurantiifolia,,,,"Hop stunt viroid isolate L81, complete genome"
MT917190.1,,"Donovan,N.J., Chambers,G.A., Englezou,A., Phanthavong,S., Daly,A., Wildman,O., Holford,P., Burgess,L.W., Chambers,G.",2020-09-30T00:00:00Z,L92,Hop stunt viroid,Hostuviroid,Pospiviroidae,ssRNA,303,GenBank,complete,,,,"Laos: Champasak, Paksong",Laos,,Citrus aurantiifolia,,,,"Hop stunt viroid isolate L92, complete genome"
MT917191.1,,"Donovan,N.J., Chambers,G.A., Englezou,A., Phanthavong,S., Daly,A., Wildman,O., Holford,P., Burgess,L.W., Chambers,G.",2020-09-30T00:00:00Z,L95,Hop stunt viroid,Hostuviroid,Pospiviroidae,ssRNA,302,GenBank,complete,,,,"Laos: Champasak, Paksong",Laos,,Citrus aurantiifolia,,,,"Hop stunt viroid isolate L95, complete genome"
MT917192.1,,"Donovan,N.J., Chambers,G.A., Englezou,A., Phanthavong,S., Daly,A., Wildman,O., Holford,P., Burgess,L.W., Chambers,G.",2020-09-30T00:00:00Z,L56,Citrus bent leaf viroid,Apscaviroid,Pospiviroidae,ssRNA,196,GenBank,complete,,,,"Laos: Champasak, Paksong",Laos,,Citrus aurantiifolia,,,,"Citrus bent leaf viroid isolate L56, complete genome"
