MT993977.1	MT993977.1
KF868415.1	KF869346.1
KF868415.1	KF869350.1
KF868415.1	KF869352.1
KF868415.1	KF869353.1
KF868415.1	KF869355.1
KF868415.1	KF869356.1
KF868415.1	KF869357.1
KF868415.1	KF869358.1
KF868415.1	KF869359.1
KF868415.1	KF869360.1
KF868415.1	KF869362.1
KF868415.1	KF869363.1
KF868415.1	KF869366.1
KF868415.1	KF869367.1
KF868415.1	KF869369.1
KF868415.1	KF869370.1
KF868415.1	KF869371.1
KF868415.1	KF869372.1
KF868415.1	KF869374.1
KF868415.1	KF869375.1
KF868415.1	KF869383.1
KF868415.1	KF869384.1
KF868415.1	KF869385.1
KF868415.1	KF869386.1
KF868415.1	KF869387.1
KF868415.1	KF869390.1
KF868415.1	KF869392.1
KF868415.1	KF869393.1
KF868415.1	KF869396.1
KF868415.1	KF869400.1
KF868415.1	KF869401.1
KF868415.1	KF869402.1
KF868415.1	KF869403.1
KF868415.1	KF869404.1
KF868415.1	KF869405.1
KF868415.1	KF869406.1
KF868415.1	KF869407.1
KF868415.1	KF869408.1
KF868415.1	KF869409.1
KF868415.1	KF869410.1
KF868415.1	KF869411.1
KF868415.1	KF869412.1
KF868415.1	KF869413.1
KF868415.1	KF869414.1
KF868415.1	KF869417.1
KF868415.1	KF869421.1
KF868415.1	KF869425.1
KF868415.1	KF869431.1
KF868415.1	KF866498.1
KF868415.1	KF866640.1
KF868415.1	KF866641.1
KF868415.1	KF866686.1
KF868415.1	KF866722.1
KF868415.1	KF866728.1
KF868415.1	KF866739.1
KF868415.1	KF866813.1
KF868415.1	KF866814.1
KF868415.1	KF867046.1
KF868415.1	KF867079.1
KF868415.1	KF867136.1
KF868415.1	KF867169.1
KF868415.1	KF867213.1
KF868415.1	KF867215.1
KF868415.1	KF867232.1
KF868415.1	KF867283.1
KF868415.1	KF867285.1
KF868415.1	KF867365.1
KF868415.1	KF867389.1
KF868415.1	KF867457.1
KF868415.1	KF867458.1
KF868415.1	KF867469.1
KF868415.1	KF867564.1
KF868415.1	KF867611.1
KF868415.1	KF867701.1
KF868415.1	KF867704.1
KF868415.1	KF867873.1
KF868415.1	KF867874.1
KF868415.1	KF867930.1
KF868415.1	KF868107.1
KF868415.1	KF868123.1
KF868415.1	KF868148.1
KF868415.1	KF868213.1
KF868415.1	KF868238.1
KF868415.1	KF868412.1
KF868415.1	KF868419.1
KF868415.1	KF868435.1
KF868415.1	KF868436.1
KF868415.1	KF868475.1
KF868415.1	KF868476.1
KF868415.1	KF868478.1
KF868415.1	KF868480.1
KF868415.1	KF868482.1
KF868415.1	KF868484.1
KF868415.1	KF868485.1
KF868415.1	KF868489.1
KF868415.1	KF868491.1
KF868415.1	KF868492.1
KF868415.1	KF868495.1
KF868415.1	KF868496.1
KF868415.1	KF868501.1
KF868415.1	KF868504.1
KF868415.1	KF868507.1
KF868415.1	KF868508.1
KF868415.1	KF868510.1
KF868415.1	KF868511.1
KF868415.1	KF868512.1
KF868415.1	KF868513.1
KF868415.1	KF868526.1
KF868415.1	KF868528.1
KF868415.1	KF868530.1
KF868415.1	KF868537.1
KF868415.1	KF868538.1
KF868415.1	KF868539.1
KF868415.1	KF868543.1
KF868415.1	KF868546.1
KF868415.1	KF868548.1
KF868415.1	KF868551.1
KF868415.1	KF868552.1
KF868415.1	KF868554.1
KF868415.1	KF868555.1
KF868415.1	KF868556.1
KF868415.1	KF868563.1
KF868415.1	KF868564.1
KF868415.1	KF868566.1
KF868415.1	KF868567.1
KF868415.1	KF868572.1
KF868415.1	KF868573.1
KF868415.1	KF868579.1
KF868415.1	KF868580.1
KF868415.1	KF868582.1
KF868415.1	KF868584.1
KF868415.1	KF868586.1
KF868415.1	KF868587.1
KF868415.1	KF868588.1
KF868415.1	KF868592.1
KF868415.1	KF868596.1
KF868415.1	KF868601.1
KF868415.1	KF868603.1
KF868415.1	KF868606.1
KF868415.1	KF868607.1
KF868415.1	KF868609.1
KF868415.1	KF868613.1
KF868415.1	KF868615.1
KF868415.1	KF868620.1
KF868415.1	KF868622.1
KF868415.1	KF868627.1
KF868415.1	KF868629.1
KF868415.1	KF868637.1
KF868415.1	KF868638.1
KF868415.1	KF868643.1
KF868415.1	KF868644.1
KF868415.1	KF868647.1
KF868415.1	KF868651.1
KF868415.1	KF868656.1
KF868415.1	KF868658.1
KF868415.1	KF868663.1
KF868415.1	KF868673.1
KF868415.1	KF868679.1
KF868415.1	KF868684.1
KF868415.1	KF868690.1
KF868415.1	KF868691.1
KF868415.1	KF868692.1
KF868415.1	KF868696.1
KF868415.1	KF868702.1
KF868415.1	KF868703.1
KF868415.1	KF868706.1
KF868415.1	KF868707.1
KF868415.1	KF868710.1
KF868415.1	KF868711.1
KF868415.1	KF868712.1
KF868415.1	KF868713.1
KF868415.1	KF868716.1
KF868415.1	KF868719.1
KF868415.1	KF868720.1
KF868415.1	KF868727.1
KF868415.1	KF868731.1
KF868415.1	KF868735.1
KF868415.1	KF868736.1
KF868415.1	KF868740.1
KF868415.1	KF868741.1
KF868415.1	KF868747.1
KF868415.1	KF868751.1
KF868415.1	KF868754.1
KF868415.1	KF868756.1
KF868415.1	KF868758.1
KF868415.1	KF868760.1
KF868415.1	KF868767.1
KF868415.1	KF868768.1
KF868415.1	KF868773.1
KF868415.1	KF868776.1
KF868415.1	KF868779.1
KF868415.1	KF868786.1
KF868415.1	KF868798.1
KF868415.1	KF868800.1
KF868415.1	KF868805.1
KF868415.1	KF868806.1
KF868415.1	KF868807.1
KF868415.1	KF868812.1
KF868415.1	KF868813.1
KF868415.1	KF868814.1
KF868415.1	KF868816.1
KF868415.1	KF868817.1
KF868415.1	KF868819.1
KF868415.1	KF868821.1
KF868415.1	KF868823.1
KF868415.1	KF868827.1
KF868415.1	KF868828.1
KF868415.1	KF868832.1
KF868415.1	KF868835.1
KF868415.1	KF868838.1
KF868415.1	KF868840.1
KF868415.1	KF868844.1
KF868415.1	KF868851.1
KF868415.1	KF868853.1
KF868415.1	KF868856.1
KF868415.1	KF868857.1
KF868415.1	KF868858.1
KF868415.1	KF868859.1
KF868415.1	KF868865.1
KF868415.1	KF868866.1
KF868415.1	KF868870.1
KF868415.1	KF868871.1
KF868415.1	KF868872.1
KF868415.1	KF868883.1
KF868415.1	KF868884.1
KF868415.1	KF868888.1
KF868415.1	KF868896.1
KF868415.1	KF868901.1
KF868415.1	KF868902.1
KF868415.1	KF868903.1
KF868415.1	KF868908.1
KF868415.1	KF868909.1
KF868415.1	KF868910.1
KF868415.1	KF868914.1
KF868415.1	KF868917.1
KF868415.1	KF868921.1
KF868415.1	KF868925.1
KF868415.1	KF868926.1
KF868415.1	KF868927.1
KF868415.1	KF868928.1
KF868415.1	KF868930.1
KF868415.1	KF868931.1
KF868415.1	KF868936.1
KF868415.1	KF868937.1
KF868415.1	KF868939.1
KF868415.1	KF868944.1
KF868415.1	KF868950.1
KF868415.1	KF868953.1
KF868415.1	KF868954.1
KF868415.1	KF868956.1
KF868415.1	KF868960.1
KF868415.1	KF868961.1
KF868415.1	KF868962.1
KF868415.1	KF868964.1
KF868415.1	KF868965.1
KF868415.1	KF868968.1
KF868415.1	KF868969.1
KF868415.1	KF868975.1
KF868415.1	KF868981.1
KF868415.1	KF868982.1
KF868415.1	KF868983.1
KF868415.1	KF868984.1
KF868415.1	KF868985.1
KF868415.1	KF868993.1
KF868415.1	KF868995.1
KF868415.1	KF869002.1
KF868415.1	KF869004.1
KF868415.1	KF869006.1
KF868415.1	KF869007.1
KF868415.1	KF869013.1
KF868415.1	KF869014.1
KF868415.1	KF869019.1
KF868415.1	KF869025.1
KF868415.1	KF869026.1
KF868415.1	KF869029.1
KF868415.1	KF869030.1
KF868415.1	KF869031.1
KF868415.1	KF869033.1
KF868415.1	KF869035.1
KF868415.1	KF869036.1
KF868415.1	KF869041.1
KF868415.1	KF869042.1
KF868415.1	KF869043.1
KF868415.1	KF869045.1
KF868415.1	KF869046.1
KF868415.1	KF869047.1
KF868415.1	KF869049.1
KF868415.1	KF869051.1
KF868415.1	KF869052.1
KF868415.1	KF869054.1
KF868415.1	KF869055.1
KF868415.1	KF869056.1
KF868415.1	KF869057.1
KF868415.1	KF869059.1
KF868415.1	KF869063.1
KF868415.1	KF869066.1
KF868415.1	KF869071.1
KF868415.1	KF869074.1
KF868415.1	KF869075.1
KF868415.1	KF869078.1
KF868415.1	KF869079.1
KF868415.1	KF869083.1
KF868415.1	KF869090.1
KF868415.1	KF869095.1
KF868415.1	KF869098.1
KF868415.1	KF869100.1
KF868415.1	KF869104.1
KF868415.1	KF869105.1
KF868415.1	KF869106.1
KF868415.1	KF869108.1
KF868415.1	KF869109.1
KF868415.1	KF869111.1
KF868415.1	KF869113.1
KF868415.1	KF869118.1
KF868415.1	KF869119.1
KF868415.1	KF869120.1
KF868415.1	KF869123.1
KF868415.1	KF869128.1
KF868415.1	KF869131.1
KF868415.1	KF869139.1
KF868415.1	KF869140.1
KF868415.1	KF869144.1
KF868415.1	KF869145.1
KF868415.1	KF869152.1
KF868415.1	KF869166.1
KF868415.1	KF869167.1
KF868415.1	KF869168.1
KF868415.1	KF869169.1
KF868415.1	KF869170.1
KF868415.1	KF869173.1
KF868415.1	KF869175.1
KF868415.1	KF869179.1
KF868415.1	KF869186.1
KF868415.1	KF869189.1
KF868415.1	KF869190.1
KF868415.1	KF869192.1
KF868415.1	KF869196.1
KF868415.1	KF869197.1
KF868415.1	KF869199.1
KF868415.1	KF869200.1
KF868415.1	KF869203.1
KF868415.1	KF869204.1
KF868415.1	KF869205.1
KF868415.1	KF869206.1
KF868415.1	KF869210.1
KF868415.1	KF869211.1
KF868415.1	KF869212.1
KF868415.1	KF869213.1
KF868415.1	KF869223.1
KF868415.1	KF869224.1
KF868415.1	KF869226.1
KF868415.1	KF869227.1
KF868415.1	KF869228.1
KF868415.1	KF869229.1
KF868415.1	KF869238.1
KF868415.1	KF869248.1
KF868415.1	KF869252.1
KF868415.1	KF869253.1
KF868415.1	KF869254.1
KF868415.1	KF869256.1
KF868415.1	KF869261.1
KF868415.1	KF869262.1
KF868415.1	KF869267.1
KF868415.1	KF869278.1
KF868415.1	KF869279.1
KF868415.1	KF869280.1
KF868415.1	KF869281.1
KF868415.1	KF869282.1
KF868415.1	KF869286.1
KF868415.1	KF869306.1
KF868415.1	KF869312.1
KF868415.1	KF869315.1
KF868415.1	KF869317.1
KF868415.1	KF869318.1
KF868415.1	KF869319.1
KF868415.1	KF869320.1
KF868415.1	KF869323.1
KF868415.1	KF869324.1
KF868415.1	KF869327.1
KF868415.1	KF869328.1
KF868415.1	KF869330.1
KF868415.1	KF869342.1
KF868415.1	KF869343.1
KF868415.1	KF869344.1
KF868415.1	KF869348.1
KF868415.1	KF869351.1
KF868415.1	KF869354.1
KF868415.1	KF869364.1
KF868415.1	KF869368.1
KF868415.1	KF869373.1
KF868415.1	KF869376.1
KF868415.1	KF869377.1
KF868415.1	KF869378.1
KF868415.1	KF869381.1
KF868415.1	KF869382.1
KF868415.1	KF869388.1
KF868415.1	KF869389.1
KF868415.1	KF869391.1
KF868415.1	KF869395.1
KF868415.1	KF869398.1
KF868415.1	KF869399.1
KF868415.1	KF869415.1
KF868415.1	KF869416.1
KF868415.1	KF869418.1
KF868415.1	KF869420.1
KF868415.1	KF869422.1
KF868415.1	KF869423.1
KF868415.1	KF869424.1
KF868415.1	KF869427.1
KF868415.1	KF869428.1
KF868415.1	KF869433.1
KF868415.1	KF869434.1
KF868415.1	KF869440.1
KF868415.1	KF869441.1
KF868415.1	KF869444.1
KF868415.1	KF869452.1
KF868415.1	KF869453.1
KF868415.1	KF869454.1
KF868415.1	KF869457.1
KF868415.1	KF869472.1
KF868415.1	KF869473.1
KF868415.1	KF869481.1
KF868415.1	KF869483.1
KF868415.1	KF869484.1
KF868415.1	KF869492.1
KF868415.1	KF869493.1
KF868415.1	KF869494.1
KF868415.1	KF869495.1
KF868415.1	KF869496.1
KF868415.1	KF869499.1
KF868415.1	KF869500.1
KF868415.1	KF869501.1
KF868415.1	KF869516.1
KF868415.1	KF869523.1
KF868415.1	KF869527.1
KF868415.1	KF869528.1
KF868415.1	KF869529.1
KF868415.1	KF869530.1
KF868415.1	KF869533.1
KF868415.1	KF869534.1
KF868415.1	KF869535.1
KF868415.1	KF869554.1
KF868415.1	KF869567.1
KF868415.1	KF869568.1
KF868415.1	KF869570.1
KF868415.1	KF869582.1
KF868415.1	KF869583.1
KF868415.1	KF869588.1
KF868415.1	KF869590.1
KF868415.1	KF869595.1
KF868415.1	KF869596.1
KF868415.1	KF869600.1
KF868415.1	KF869608.1
KF868415.1	KF869609.1
KF868415.1	KF869623.1
KF868415.1	KF869624.1
KF868415.1	KF869630.1
KF868415.1	KF869631.1
KF868415.1	KF869632.1
KF868415.1	KF869635.1
KF868415.1	KF869637.1
KF868415.1	KF869643.1
KF868415.1	KF869644.1
KF868415.1	KF869646.1
KF868415.1	KF869654.1
KF868415.1	KF869664.1
KF868415.1	KF869667.1
KF868415.1	KF869670.1
KF868415.1	KF869684.1
KF868415.1	KF869685.1
KF868415.1	KF869686.1
KF868415.1	KF869689.1
KF868415.1	KF869700.1
KF868415.1	KF869703.1
KF868415.1	KF869705.1
KF868415.1	KF869706.1
KF868415.1	KF869707.1
KF868415.1	KF869708.1
KF868415.1	KF869709.1
KF868415.1	KF869717.1
KF868415.1	KF869718.1
KF868415.1	KF869720.1
KF868415.1	KF869721.1
KF868415.1	KF869722.1
KF868415.1	KF869723.1
KF868415.1	KF869724.1
KF868415.1	KF869725.1
KF868415.1	KF869726.1
KF868415.1	KF869732.1
KF868415.1	KF869734.1
KF868415.1	KF869747.1
KF868415.1	KF869765.1
KF868415.1	KF869766.1
KF868415.1	KF869769.1
KF868415.1	KF869771.1
KF868415.1	KF869772.1
KF868415.1	KF869775.1
KF868415.1	KF869776.1
KF868415.1	KF869777.1
KF868415.1	KF869780.1
KF868415.1	KF869781.1
KF868415.1	KF869783.1
KF868415.1	KF869786.1
KF868415.1	KF869790.1
KF868415.1	KF869791.1
KF868415.1	KF869797.1
KF868415.1	KF869798.1
KF868415.1	KF869799.1
KF868415.1	KF869800.1
KF868415.1	KF869814.1
KF868415.1	KF869819.1
KF868415.1	KF869824.1
KF868415.1	KF869828.1
KF868415.1	KF869833.1
KF868415.1	KF869834.1
KF868415.1	KF869846.1
KF868415.1	KF869851.1
KF868415.1	KF869864.1
KF868415.1	KF869865.1
KF868415.1	KF869868.1
KF868415.1	KF869881.1
KF868415.1	KF869883.1
KF868415.1	KF869884.1
KF868415.1	KF869885.1
KF868415.1	KF869886.1
KF868415.1	KF869887.1
KF868415.1	KF869888.1
KF868415.1	KF869889.1
KF868415.1	KF869904.1
KF868415.1	KF869907.1
KF868415.1	KF869908.1
KF868415.1	KF869912.1
KF868415.1	KF869916.1
KF868415.1	KF869917.1
KF868415.1	KF869920.1
KF868415.1	KF869924.1
KF868415.1	KF869941.1
KF868415.1	KF869946.1
KF868415.1	KF869953.1
KF868415.1	KF869958.1
KF868415.1	KF869959.1
KF868415.1	KF869964.1
KF868415.1	KF869965.1
KF868415.1	KF869966.1
KF868415.1	KF869967.1
KF868415.1	KF869970.1
KF868415.1	KF869974.1
KF868415.1	KF869975.1
KF868415.1	KF869976.1
KF868415.1	KF869979.1
KF868415.1	KF869982.1
KF868415.1	KF869984.1
KF868415.1	KF869989.1
KF868415.1	KF869990.1
KF868415.1	KF869991.1
KF868415.1	KF869992.1
KF868415.1	KF869993.1
KF868415.1	KF870007.1
KF868415.1	KF870008.1
KF868415.1	KF870013.1
KF868415.1	KF870016.1
KF868415.1	KF870017.1
KF868415.1	KF870018.1
KF868415.1	KF870020.1
KF868415.1	KF870021.1
KF868415.1	KF870023.1
KF868415.1	KF870025.1
KF868415.1	KF870043.1
KF868415.1	KF870044.1
KF868415.1	KF870058.1
KF868415.1	KF870067.1
KF868415.1	KF870068.1
KF868415.1	KF870070.1
KF868415.1	KF870085.1
KF868415.1	KF870086.1
KF868415.1	KF870087.1
KF868415.1	KF870090.1
KF868415.1	KF870091.1
KF868415.1	KF870092.1
KF868415.1	KF870095.1
KF868415.1	KF870097.1
KF868415.1	KF870098.1
KF868415.1	KF870100.1
KF868415.1	KF870101.1
KF868415.1	KF870114.1
KF868415.1	KF870115.1
KF868415.1	KF870116.1
KF868415.1	KF870118.1
KF868415.1	KF870119.1
KF868415.1	KF870121.1
KF868415.1	KF870131.1
KF868415.1	KF870139.1
KF868415.1	KF870145.1
KF868415.1	KF870147.1
KF868415.1	KF870148.1
KF868415.1	KF870151.1
KF868415.1	KF870152.1
KF868415.1	KF870156.1
KF868415.1	KF870163.1
KF868415.1	KF870166.1
KF868415.1	KF870173.1
KF868415.1	KF870185.1
KF868415.1	KF870186.1
KF868415.1	KF870203.1
KF868415.1	KF870204.1
KF868415.1	KF870205.1
KF868415.1	KF870206.1
KF868415.1	KF870207.1
KF868415.1	KF870209.1
KF868415.1	KF870210.1
KF868415.1	KF870214.1
KF868415.1	KF870215.1
KF868415.1	KF870216.1
KF868415.1	KF870218.1
KF868415.1	KF870220.1
KF868415.1	KF870223.1
KF868415.1	KF870232.1
KF868415.1	KF870233.1
KF868415.1	KF870237.1
KF868415.1	KF870238.1
KF868415.1	KF870246.1
KF868415.1	KF870247.1
KF868415.1	KF870249.1
KF868415.1	KF870256.1
KF868415.1	KF870259.1
KF868415.1	KF870264.1
KF868415.1	KF870267.1
KF868415.1	KF870275.1
KF868415.1	KF870280.1
KF868415.1	KF870281.1
KF868415.1	KF870283.1
KF868415.1	KF870285.1
KF868415.1	KF870292.1
KF868415.1	KF870293.1
KF868415.1	KF870301.1
KF868415.1	KF870305.1
KF868415.1	KF870306.1
KF868415.1	KF870307.1
KF868415.1	KF870308.1
KF868415.1	KF870309.1
KF868415.1	KF870324.1
KF868415.1	JX479680.1
KF868415.1	JX479773.2
KF868415.1	JX479824.2
KF868415.1	JX479848.1
KF868415.1	JX479865.1
KF868415.1	JX479866.1
KF868415.1	JX479932.2
KF868415.1	JX479990.2
KF868415.1	JX479991.1
KF868415.1	JX479992.2
KF868415.1	JX479994.1
KF868415.1	JX480030.2
KF868415.1	JX480031.2
KF868415.1	JX480041.1
KF868415.1	JX480049.2
KF868415.1	JX480074.2
KF868415.1	JX480077.2
KF868415.1	JX480121.2
KF868415.1	JX480123.2
KF868415.1	JX480124.2
KF868415.1	JX480125.1
KF868415.1	JX480126.2
KF868415.1	JX480130.1
KF868415.1	JX480193.2
KF868415.1	JX480219.1
KF868415.1	JX480245.2
KF868415.1	JX480259.2
KF868415.1	JX480260.2
KF868415.1	JX480263.1
KF868415.1	JX480264.2
KF868415.1	JX480270.2
KF868415.1	JX480271.2
KF868415.1	JX480273.2
KF868415.1	JX480277.1
KF868415.1	JX480283.2
KF868415.1	JX480285.1
KF868415.1	JX480296.2
KF868415.1	JX480308.2
KF868415.1	JX480313.2
KF868415.1	JX480340.2
KF868415.1	JX480343.2
KF868415.1	JX480353.2
KF868415.1	JX480355.2
KF868415.1	JX480356.2
KF868415.1	JX480357.2
KF868415.1	JX480360.2
KF868415.1	JX480362.2
KF868415.1	JX480363.2
KF868415.1	JX480364.1
KF868415.1	JX480365.2
KF868415.1	JX480368.2
KF868415.1	JX480369.2
KF868415.1	JX480375.2
KF868415.1	JX480376.1
KF868415.1	JX480377.2
KF868415.1	JX480414.1
KF868415.1	JX480415.2
KF868415.1	JX480416.2
KF868415.1	JX480446.2
KF868415.1	JX480448.2
KF868415.1	JX480449.1
KF868415.1	JX480454.2
KF868415.1	GQ499307.1
KF868415.1	GQ499308.1
KF868415.1	GQ499309.1
KF868415.1	GQ499310.1
KF868415.1	GQ499311.1
KF868415.1	GQ499313.1
KF868415.1	GQ499316.1
KF868415.1	GQ499319.1
KF868415.1	GQ499320.1
KF868415.1	GQ499322.1
KF868415.1	DQ680688.1
KF868415.1	DQ680689.1
KF868415.1	DQ680692.1
KF868415.1	DQ680693.1
KF868415.1	DQ680694.1
KF868415.1	DQ680695.1
KF868415.1	DQ680696.1
KF868415.1	DQ680697.1
KF868415.1	DQ680698.1
KF868415.1	KF869432.1
KF868415.1	KF869435.1
KF868415.1	KF869436.1
KF868415.1	KF869437.1
KF868415.1	KF869438.1
KF868415.1	KF869439.1
KF868415.1	KF869446.1
KF868415.1	KF869447.1
KF868415.1	KF869448.1
KF868415.1	KF869449.1
KF868415.1	KF869450.1
KF868415.1	KF869451.1
KF868415.1	KF869455.1
KF868415.1	KF869456.1
KF868415.1	KF869458.1
KF868415.1	KF869459.1
KF868415.1	KF869461.1
KF868415.1	KF869462.1
KF868415.1	KF869464.1
KF868415.1	KF869465.1
KF868415.1	KF869466.1
KF868415.1	KF869467.1
KF868415.1	KF869468.1
KF868415.1	KF869475.1
KF868415.1	KF869478.1
KF868415.1	KF869479.1
KF868415.1	KF869480.1
KF868415.1	KF869482.1
KF868415.1	KF869485.1
KF868415.1	KF868759.1
KF868415.1	KF869486.1
KF868415.1	KF869487.1
KF868415.1	KF869488.1
KF868415.1	KF869489.1
KF868415.1	KF869490.1
KF868415.1	KF869491.1
KF868415.1	KF869497.1
KF868415.1	KF869503.1
KF868415.1	KF869505.1
KF868415.1	KF869506.1
KF868415.1	KF869507.1
KF868415.1	KF869508.1
KF868415.1	KF869509.1
KF868415.1	KF869510.1
KF868415.1	KF869511.1
KF868415.1	KF869512.1
KF868415.1	KF869513.1
KF868415.1	KF869514.1
KF868415.1	KF869515.1
KF868415.1	KF869517.1
KF868415.1	KF869520.1
KF868415.1	KF869521.1
KF868415.1	KF869522.1
KF868415.1	KF869525.1
KF868415.1	KF869172.1
KF868415.1	KF869531.1
KF868415.1	KF869536.1
KF868415.1	KF869538.1
KF868415.1	KF869539.1
KF868415.1	KF869540.1
KF868415.1	KF869541.1
KF868415.1	KF869542.1
KF868415.1	KF869544.1
KF868415.1	KF869545.1
KF868415.1	KF869546.1
KF868415.1	KF869547.1
KF868415.1	KF869548.1
KF868415.1	KF869549.1
KF868415.1	KF869551.1
KF868415.1	KF869550.1
KF868415.1	KF869552.1
KF868415.1	KF869553.1
KF868415.1	KF869556.1
KF868415.1	KF869558.1
KF868415.1	KF869559.1
KF868415.1	KF869560.1
KF868415.1	KF869562.1
KF868415.1	KF869563.1
KF868415.1	KF869564.1
KF868415.1	KF869569.1
KF868415.1	KF869572.1
KF868415.1	KF869574.1
KF868415.1	KF869575.1
KF868415.1	KF869576.1
KF868415.1	KF869577.1
KF868415.1	KF869578.1
KF868415.1	KF869579.1
KF868415.1	KF869584.1
KF868415.1	KF869585.1
KF868415.1	KF869586.1
KF868415.1	KF869587.1
KF868415.1	KF869591.1
KF868415.1	KF869592.1
KF868415.1	KF869593.1
KF868415.1	KF869040.1
KF868415.1	KF869594.1
KF868415.1	KF869598.1
KF868415.1	KF869599.1
KF868415.1	KF869604.1
KF868415.1	KF869605.1
KF868415.1	KF869606.1
KF868415.1	KF869610.1
KF868415.1	KF869611.1
KF868415.1	KF869612.1
KF868415.1	KF869613.1
KF868415.1	KF869614.1
KF868415.1	KF869615.1
KF868415.1	KF869617.1
KF868415.1	KF869618.1
KF868415.1	KF869619.1
KF868415.1	KF869622.1
KF868415.1	KF869625.1
KF868415.1	KF869626.1
KF868415.1	KF869768.1
KF868415.1	KF869962.1
KF868415.1	KF869627.1
KF868415.1	KF869634.1
KF868415.1	KF868503.1
KF868415.1	KF868521.1
KF868415.1	KF868522.1
KF868415.1	KF868578.1
KF868415.1	KF868617.1
KF868415.1	KF868619.1
KF868415.1	KF868631.1
KF868415.1	KF868645.1
KF868415.1	KF868665.1
KF868415.1	KF868732.1
KF868415.1	KF868749.1
KF868415.1	KF868847.1
KF868415.1	KF868860.1
KF868415.1	KF868880.1
KF868415.1	KF868895.1
KF868415.1	KF868897.1
KF868415.1	KF869012.1
KF868415.1	KF869016.1
KF868415.1	KF869117.1
KF868415.1	KF869230.1
KF868415.1	KF869316.1
KF868415.1	KF869426.1
KF868415.1	KF869430.1
KF868415.1	KF869471.1
KF868415.1	KF869477.1
KF868415.1	KF869524.1
KF868415.1	KF869526.1
KF868415.1	KF869555.1
KF868415.1	KF869687.1
KF868415.1	KF869727.1
KF868415.1	KF869728.1
KF868415.1	KF869817.1
KF868415.1	KF869866.1
KF868415.1	KF869867.1
KF868415.1	KF869869.1
KF868415.1	KF869892.1
KF868415.1	KF869957.1
KF868415.1	KF869960.1
KF868415.1	KF869969.1
KF868415.1	KF869994.1
KF868415.1	KF870038.1
KF868415.1	KF870099.1
KF868415.1	KF870130.1
KF868415.1	KF870187.1
KF868415.1	KF870202.1
KF868415.1	KF870212.1
KF868415.1	KF870221.1
KF868415.1	KF870222.1
KF868415.1	KF870225.1
KF868415.1	KF870230.1
KF868415.1	KF870234.1
KF868415.1	KF870236.1
KF868415.1	KF870248.1
KF868415.1	KF870257.1
KF868415.1	KF870265.1
KF868415.1	KF869636.1
KF868415.1	KF869638.1
KF868415.1	KF869639.1
KF868415.1	KF869640.1
KF868415.1	KF869641.1
KF868415.1	KF869642.1
KF868415.1	KF869645.1
KF868415.1	KF869649.1
KF868415.1	KF869650.1
KF868415.1	KF869651.1
KF868415.1	KF869652.1
KF868415.1	KF869653.1
KF868415.1	KF869655.1
KF868415.1	KF869656.1
KF868415.1	KF869657.1
KF868415.1	KF869658.1
KF868415.1	KF869659.1
KF868415.1	KF869660.1
KF868415.1	KF869661.1
KF868415.1	KF869662.1
KF868415.1	KF869663.1
KF868415.1	KF869665.1
KF868415.1	KF869666.1
KF868415.1	KF869668.1
KF868415.1	KF869669.1
KF868415.1	KF869671.1
KF868415.1	KF869672.1
KF868415.1	KF869673.1
KF868415.1	KF869674.1
KF868415.1	KF869675.1
KF868415.1	KF869676.1
KF868415.1	KF869677.1
KF868415.1	KF869678.1
KF868415.1	KF869679.1
KF868415.1	KF869680.1
KF868415.1	KF869681.1
KF868415.1	KF869682.1
KF868415.1	KF869683.1
KF868415.1	KF869688.1
KF868415.1	KF869690.1
KF868415.1	KF869691.1
KF868415.1	KF869692.1
KF868415.1	KF869694.1
KF868415.1	KF869695.1
KF868415.1	KF869696.1
KF868415.1	KF869697.1
KF868415.1	KF869698.1
KF868415.1	KF869699.1
KF868415.1	KF869702.1
KF868415.1	KF869704.1
KF868415.1	KF869712.1
KF868415.1	KF869713.1
KF868415.1	KF869714.1
KF868415.1	KF869715.1
KF868415.1	KF869716.1
KF868415.1	KF869729.1
KF868415.1	KF869730.1
KF868415.1	KF869731.1
KF868415.1	KF869737.1
KF868415.1	KF869739.1
KF868415.1	KF869740.1
KF868415.1	KF869741.1
KF868415.1	KF869742.1
KF868415.1	KF869743.1
KF868415.1	KF869744.1
KF868415.1	KF869745.1
KF868415.1	KF869746.1
KF868415.1	KF869748.1
KF868415.1	KF869749.1
KF868415.1	KF869750.1
KF868415.1	KF869751.1
KF868415.1	KF869752.1
KF868415.1	KF869753.1
KF868415.1	KF869754.1
KF868415.1	KF869755.1
KF868415.1	KF869756.1
KF868415.1	KF869757.1
KF868415.1	KF869758.1
KF868415.1	KF869759.1
KF868415.1	KF869760.1
KF868415.1	KF869761.1
KF868415.1	KF869762.1
KF868415.1	KF869763.1
KF868415.1	KF869770.1
KF868415.1	KF869773.1
KF868415.1	KF869779.1
KF868415.1	KF869782.1
KF868415.1	KF869784.1
KF868415.1	KF869785.1
KF868415.1	KF869787.1
KF868415.1	KF869788.1
KF868415.1	KF869789.1
KF868415.1	KF869792.1
KF868415.1	KF869793.1
KF868415.1	KF869794.1
KF868415.1	KF869795.1
KF868415.1	KF869801.1
KF868415.1	KF869802.1
KF868415.1	KF869804.1
KF868415.1	KF869805.1
KF868415.1	KF869806.1
KF868415.1	KF869807.1
KF868415.1	KF869809.1
